,Year,Tournament,Round,Player_1,Player_2,Result,Winner,Ranking,Total_games,Total_sets,Looser,Grand_Slams
83663,2018,AustralianOpen,4,Mikhail Youzhny,Pablo Cuevas,5-7 3-6 6-7,Pablo Cuevas,4,34,3,Mikhail Youzhny,2
83664,2018,AustralianOpen,4,Nick Kyrgios,Rogerio Dutra Da Silva,6-1 6-2 6-4,Nick Kyrgios,4,25,2,Rogerio Dutra Da Silva,2
83665,2018,AustralianOpen,4,Pablo Carreno-Busta,Jason Murray Kubler,7-5 4-6 7-5 6-1,Pablo Carreno-Busta,4,34,2,Jason Murray Kubler,2
83666,2018,AustralianOpen,4,Paolo Lorenzi,Damir Dzumhur,4-6 2-6 6-7 6-2 6-3,Damir Dzumhur,4,30,3,Paolo Lorenzi,2
83667,2018,AustralianOpen,4,Pierre-Hugues Herbert,Denis Istomin,6-7 7-5 1-6 2-6,Denis Istomin,4,27,3,Pierre-Hugues Herbert,2
83668,2018,AustralianOpen,4,Rafael Nadal,Victor Estrella,6-1 6-1 6-1,Rafael Nadal,4,21,2,Victor Estrella,2
83669,2018,AustralianOpen,4,Stefanos Tsitsipas,Denis Shapovalov,6-7 3-6 1-6,Denis Shapovalov,4,29,3,Stefanos Tsitsipas,2
83670,2018,AustralianOpen,4,Vasek Pospisil,Marin Cilic,6-7 6-4 2-6 2-6,Marin Cilic,4,26,3,Vasek Pospisil,2
83671,2018,AustralianOpen,4,Yoshihito Nishioka,Philipp Kohlschreiber,6-3 2-6 6-0 1-6 6-2,Yoshihito Nishioka,4,23,2,Philipp Kohlschreiber,2
83817,2018,AustralianOpen,4,Albert Ramos-Vinolas,Jared Donaldson,6-2 6-3 6-4,Albert Ramos-Vinolas,4,27,2,Jared Donaldson,2
83818,2018,AustralianOpen,4,Alexander Zverev,Thomas Fabbiano,6-1 7-6 7-5,Alexander Zverev,4,32,2,Thomas Fabbiano,2
83819,2018,AustralianOpen,4,David Goffin,Matthias Bachinger,6-7 6-3 6-2 6-4,David Goffin,4,30,2,Matthias Bachinger,2
83820,2018,AustralianOpen,4,Fernando Verdasco,Roberto Bautista Agut,6-1 7-5 7-5,Fernando Verdasco,4,31,2,Roberto Bautista Agut,2
83821,2018,AustralianOpen,4,Florian Mayer,Evgeny Donskoy,4-6 4-6 4-6,Evgeny Donskoy,4,30,3,Florian Mayer,2
83822,2018,AustralianOpen,4,Guido Pella,Dominic Thiem,4-6 4-6 4-6,Dominic Thiem,4,30,3,Guido Pella,2
83823,2018,AustralianOpen,4,Guillermo Garcia-Lopez,Benoit Paire,6-0 6-7 6-1 6-4,Guillermo Garcia-Lopez,4,26,2,Benoit Paire,2
83824,2018,AustralianOpen,4,Horacio Zeballos,Fabio Fognini,5-7 4-6 4-6,Fabio Fognini,4,32,3,Horacio Zeballos,2
83825,2018,AustralianOpen,4,Jan-Lennard Struff,Soon-Woo Kwon,6-1 6-2 6-4,Jan-Lennard Struff,4,25,2,Soon-Woo Kwon,2
83826,2018,AustralianOpen,4,Jaume Antoni Munar Clar,Gael Monfils,4-6 6-7 3-6,Gael Monfils,4,32,3,Jaume Antoni Munar Clar,2
83827,2018,AustralianOpen,4,Juan Martin Del Potro,Frances Tiafoe,6-3 6-4 6-3,Juan Martin Del Potro,4,28,2,Frances Tiafoe,2
83828,2018,AustralianOpen,4,Julien Benneteau,Taro Daniel,6-7 7-6 6-4 6-1,Julien Benneteau,4,36,2,Taro Daniel,2
83829,2018,AustralianOpen,4,Lorenzo Sonego,Robin Haase,6-3 7-5 6-7 7-5,Lorenzo Sonego,4,34,2,Robin Haase,2
83830,2018,AustralianOpen,4,Matteo Berrettini,Adrian Mannarino,4-6 4-6 4-6,Adrian Mannarino,4,30,3,Matteo Berrettini,2
83831,2018,AustralianOpen,4,Maximilian Marterer,Cedrik-Marcel Stebe,6-0 6-3 6-4,Maximilian Marterer,4,25,2,Cedrik-Marcel Stebe,2
83832,2018,AustralianOpen,4,Milos Raonic,Lukas Lacko,6-7 4-6 5-7 7-6,Lukas Lacko,4,35,3,Milos Raonic,2
83833,2018,AustralianOpen,4,Nicolas Kicker,Jordan Thompson,6-3 6-1 4-6 3-6 6-3,Nicolas Kicker,4,26,2,Jordan Thompson,2
83834,2018,AustralianOpen,4,Novak Djokovic,Donald Young,6-1 6-2 6-4,Novak Djokovic,4,25,2,Donald Young,2
83835,2018,AustralianOpen,4,Peter Gojowczyk,Mikhail Kukushkin,6-3 6-3 6-1,Peter Gojowczyk,4,25,2,Mikhail Kukushkin,2
83836,2018,AustralianOpen,4,Peter Polansky,Karen Khachanov,4-6 6-7 6-7,Karen Khachanov,4,36,3,Peter Polansky,2
83837,2018,AustralianOpen,4,Radu Albot,Marton Fucsovics,5-7 6-4 3-6 2-6,Marton Fucsovics,4,27,3,Radu Albot,2
83838,2018,AustralianOpen,4,Richard Gasquet,Blaz Kavcic,6-1 6-4 7-5,Richard Gasquet,4,29,2,Blaz Kavcic,2
83839,2018,AustralianOpen,4,Roger Federer,Aljaz Bedene,6-3 6-4 6-3,Roger Federer,4,28,2,Aljaz Bedene,2
83840,2018,AustralianOpen,4,Sam Querrey,Feliciano Lopez,6-3 6-4 6-2,Sam Querrey,4,27,2,Feliciano Lopez,2
83841,2018,AustralianOpen,4,Stan Wawrinka,Richard Berankis,6-3 6-4 2-6 7-6,Stan Wawrinka,4,27,2,Richard Berankis,2
83842,2018,AustralianOpen,4,Steve Johnson,Denis Kudla,2-6 6-7 3-6 7-6,Denis Kudla,4,35,3,Steve Johnson,2
83843,2018,AustralianOpen,4,Tennys Sandgren,Jeremy Chardy,6-4 7-6 6-2,Tennys Sandgren,4,31,2,Jeremy Chardy,2
83844,2018,AustralianOpen,4,Thanasi Kokkinakis,Daniil Medvedev,4-6 6-7 7-6 2-6,Daniil Medvedev,4,34,3,Thanasi Kokkinakis,2
83845,2018,AustralianOpen,4,Tim Smyczek,Alexei Popyrin,6-3 6-7 6-3 6-3,Tim Smyczek,4,31,2,Alexei Popyrin,2
83846,2018,AustralianOpen,4,Tomas Berdych,Alex De Minaur,6-3 3-6 6-0 6-1,Tomas Berdych,4,24,2,Alex De Minaur,2
83847,2018,AustralianOpen,4,Vaclav Safranek,Jiri Vesely,3-6 3-6 4-6,Jiri Vesely,4,28,3,Vaclav Safranek,2
83931,2018,AustralianOpen,5,Alexandr Dolgopolov,Matthew Ebden,7-6 6-3 6-4,Alexandr Dolgopolov,4,32,2,Matthew Ebden,2
83932,2018,AustralianOpen,5,Andreas Seppi,Yoshihito Nishioka,6-1 6-3 6-4,Andreas Seppi,4,26,2,Yoshihito Nishioka,2
83933,2018,AustralianOpen,5,Andrey Rublev,Marcos Baghdatis,6-4 6-7 6-4 6-2,Andrey Rublev,4,33,2,Marcos Baghdatis,2
83934,2018,AustralianOpen,5,Casper Ruud,Diego Sebastian Schwartzman,3-6 2-6 4-6,Diego Sebastian Schwartzman,4,27,3,Casper Ruud,2
83935,2018,AustralianOpen,5,Damir Dzumhur,John Millman,7-5 3-6 6-4 6-1,Damir Dzumhur,4,31,2,John Millman,2
83936,2018,AustralianOpen,5,Denis Istomin,Kyle Edmund,4-6 2-6 2-6,Kyle Edmund,4,26,3,Denis Istomin,2
83937,2018,AustralianOpen,5,Gilles Muller,Malek Jaziri,7-5 6-4 6-7 3-6 6-2,Gilles Muller,4,35,2,Malek Jaziri,2
83938,2018,AustralianOpen,5,Ivo Karlovic,Yuichi Sugita,7-6 6-7 7-5 4-6 12-10,Ivo Karlovic,4,38,2,Yuichi Sugita,2
83939,2018,AustralianOpen,5,Jo-Wilfried Tsonga,Denis Shapovalov,3-6 6-3 1-6 7-6 7-5,Jo-Wilfried Tsonga,4,25,2,Denis Shapovalov,2
83940,2018,AustralianOpen,5,Joao Sousa,Marin Cilic,2-6 5-7 1-6,Marin Cilic,4,27,3,Joao Sousa,2
83941,2018,AustralianOpen,5,Mackenzie Mcdonald,Grigor Dimitrov,6-8 6-0 4-6 2-6 6-4,Grigor Dimitrov,4,28,3,Mackenzie Mcdonald,2
83942,2018,AustralianOpen,5,Nick Kyrgios,Viktor Troicki,7-5 6-4 7-6,Nick Kyrgios,4,35,2,Viktor Troicki,2
83943,2018,AustralianOpen,5,Nikoloz Basilashvili,Ruben Bemelmans,7-5 6-1 6-3,Nikoloz Basilashvili,4,28,2,Ruben Bemelmans,2
83944,2018,AustralianOpen,5,Pablo Cuevas,Ryan Harrison,4-6 6-7 4-6,Ryan Harrison,4,33,3,Pablo Cuevas,2
83945,2018,AustralianOpen,5,Rafael Nadal,Leonardo Mayer,6-3 6-4 7-6,Rafael Nadal,4,32,2,Leonardo Mayer,2
84011,2018,AustralianOpen,5,Adrian Mannarino,Jiri Vesely,6-3 7-6 5-7 6-3,Adrian Mannarino,4,34,2,Jiri Vesely,2
84012,2018,AustralianOpen,5,Albert Ramos-Vinolas,Tim Smyczek,6-4 6-2 7-6,Albert Ramos-Vinolas,4,31,2,Tim Smyczek,2
84013,2018,AustralianOpen,5,Alexander Zverev,Peter Gojowczyk,6-1 6-3 4-6 6-3,Alexander Zverev,4,26,2,Peter Gojowczyk,2
84014,2018,AustralianOpen,5,Daniil Medvedev,Hyeon Chung,1-6 1-6 6-7,Hyeon Chung,4,27,3,Daniil Medvedev,2
84015,2018,AustralianOpen,5,Dominic Thiem,Denis Kudla,6-7 3-6 6-3 6-2 6-3,Dominic Thiem,4,31,2,Denis Kudla,2
84016,2018,AustralianOpen,5,Evgeny Donskoy,Fabio Fognini,1-6 4-6 3-6 6-2,Fabio Fognini,4,27,3,Evgeny Donskoy,2
84017,2018,AustralianOpen,5,Fernando Verdasco,Maximilian Marterer,3-6 6-3 6-7 6-4 4-6,Maximilian Marterer,4,33,3,Fernando Verdasco,2
84018,2018,AustralianOpen,5,Gael Monfils,Novak Djokovic,3-6 1-6 3-6 6-4,Novak Djokovic,4,26,3,Gael Monfils,2
84019,2018,AustralianOpen,5,Juan Martin Del Potro,Karen Khachanov,6-4 7-6 6-7 6-4,Juan Martin Del Potro,4,36,2,Karen Khachanov,2
84020,2018,AustralianOpen,5,Julien Benneteau,David Goffin,1-6 7-6 6-1 7-6,Julien Benneteau,4,27,2,David Goffin,2
84021,2018,AustralianOpen,5,Lorenzo Sonego,Richard Gasquet,3-6 2-6 2-6,Richard Gasquet,4,25,3,Lorenzo Sonego,2
84022,2018,AustralianOpen,5,Lukas Lacko,Nicolas Kicker,5-7 6-1 5-7 2-6,Nicolas Kicker,4,27,3,Lukas Lacko,2
84023,2018,AustralianOpen,5,Marton Fucsovics,Sam Querrey,6-4 7-6 4-6 6-2,Marton Fucsovics,4,33,2,Sam Querrey,2
84024,2018,AustralianOpen,5,Roger Federer,Jan-Lennard Struff,6-4 6-4 7-6,Roger Federer,4,33,2,Jan-Lennard Struff,2
84025,2018,AustralianOpen,5,Tennys Sandgren,Stan Wawrinka,6-2 6-1 6-4,Tennys Sandgren,4,25,2,Stan Wawrinka,2
84026,2018,AustralianOpen,5,Tomas Berdych,Guillermo Garcia-Lopez,6-3 2-6 6-2 6-3,Tomas Berdych,4,25,2,Guillermo Garcia-Lopez,2
84080,2018,AustralianOpen,6,Alexandr Dolgopolov,Diego Sebastian Schwartzman,3-6 3-6 2-6 7-6,Diego Sebastian Schwartzman,4,30,3,Alexandr Dolgopolov,2
84081,2018,AustralianOpen,6,Andreas Seppi,Ivo Karlovic,6-3 7-6 6-7 6-7 9-7,Andreas Seppi,4,35,2,Ivo Karlovic,2
84082,2018,AustralianOpen,6,Andrey Rublev,Grigor Dimitrov,4-6 4-6 6-4 3-6,Grigor Dimitrov,4,29,3,Andrey Rublev,2
84083,2018,AustralianOpen,6,Damir Dzumhur,Rafael Nadal,1-6 3-6 1-6,Rafael Nadal,4,23,3,Damir Dzumhur,2
84084,2018,AustralianOpen,6,Gilles Muller,Pablo Carreno-Busta,5-7 5-7 6-4 6-7,Pablo Carreno-Busta,4,35,3,Gilles Muller,2
84085,2018,AustralianOpen,6,Nick Kyrgios,Jo-Wilfried Tsonga,7-6 4-6 7-6 7-6,Nick Kyrgios,4,36,2,Jo-Wilfried Tsonga,2
84086,2018,AustralianOpen,6,Nikoloz Basilashvili,Kyle Edmund,5-7 0-6 6-4 6-3 6-7,Kyle Edmund,4,32,3,Nikoloz Basilashvili,2
84087,2018,AustralianOpen,6,Ryan Harrison,Marin Cilic,6-7 3-6 6-7,Marin Cilic,4,35,3,Ryan Harrison,2
84135,2018,AustralianOpen,6,Adrian Mannarino,Dominic Thiem,5-7 2-6 4-6,Dominic Thiem,4,30,3,Adrian Mannarino,2
84136,2018,AustralianOpen,6,Alexander Zverev,Hyeon Chung,0-6 3-6 6-2 6-7 7-5,Hyeon Chung,4,33,3,Alexander Zverev,2
84137,2018,AustralianOpen,6,Julien Benneteau,Fabio Fognini,3-6 6-4 1-6 2-6 6-3,Fabio Fognini,4,24,3,Julien Benneteau,2
84138,2018,AustralianOpen,6,Nicolas Kicker,Marton Fucsovics,2-6 3-6 3-6,Marton Fucsovics,4,26,3,Nicolas Kicker,2
84139,2018,AustralianOpen,6,Novak Djokovic,Albert Ramos-Vinolas,6-2 6-3 6-3,Novak Djokovic,4,26,2,Albert Ramos-Vinolas,2
84140,2018,AustralianOpen,6,Richard Gasquet,Roger Federer,4-6 5-7 2-6,Roger Federer,4,30,3,Richard Gasquet,2
84141,2018,AustralianOpen,6,Tennys Sandgren,Maximilian Marterer,5-7 6-3 7-5 7-6,Tennys Sandgren,4,33,2,Maximilian Marterer,2
84142,2018,AustralianOpen,6,Tomas Berdych,Juan Martin Del Potro,6-3 6-3 6-2,Tomas Berdych,4,26,2,Juan Martin Del Potro,2
84383,2018,AustralianOpen,7,Andreas Seppi,Kyle Edmund,3-6 2-6 5-7 7-6,Kyle Edmund,4,33,3,Andreas Seppi,2
84384,2018,AustralianOpen,7,Diego Sebastian Schwartzman,Rafael Nadal,3-6 3-6 7-6 3-6,Rafael Nadal,4,31,3,Diego Sebastian Schwartzman,2
84385,2018,AustralianOpen,7,Nick Kyrgios,Grigor Dimitrov,6-7 6-4 6-7 6-7,Grigor Dimitrov,4,36,3,Nick Kyrgios,2
84386,2018,AustralianOpen,7,Pablo Carreno-Busta,Marin Cilic,6-7 6-7 3-6 7-6,Marin Cilic,4,35,3,Pablo Carreno-Busta,2
84562,2018,AustralianOpen,7,Dominic Thiem,Tennys Sandgren,3-6 7-6 6-7 6-4 2-6,Tennys Sandgren,4,31,3,Dominic Thiem,2
84563,2018,AustralianOpen,7,Hyeon Chung,Novak Djokovic,7-6 7-5 7-6,Hyeon Chung,4,38,2,Novak Djokovic,2
84564,2018,AustralianOpen,7,Roger Federer,Marton Fucsovics,6-4 7-6 6-2,Roger Federer,4,31,2,Marton Fucsovics,2
84565,2018,AustralianOpen,7,Tomas Berdych,Fabio Fognini,6-1 6-4 6-4,Tomas Berdych,4,27,2,Fabio Fognini,2
84658,2018,AustralianOpen,9,Kyle Edmund,Grigor Dimitrov,6-4 3-6 6-3 6-4,Kyle Edmund,4,28,2,Grigor Dimitrov,2
84750,2018,AustralianOpen,9,Hyeon Chung,Tennys Sandgren,6-4 7-6 6-3,Hyeon Chung,4,32,2,Tennys Sandgren,2
84751,2018,AustralianOpen,9,Tomas Berdych,Roger Federer,4-6 3-6 6-7,Roger Federer,4,32,3,Tomas Berdych,2
84831,2018,AustralianOpen,10,Kyle Edmund,Marin Cilic,2-6 6-7 2-6,Marin Cilic,4,29,3,Kyle Edmund,2
90775,2017,Wimbledon,4,Alexander Bublik,Andy Murray,2-6 4-6 1-6,Andy Murray,4,25,3,Alexander Bublik,2
90776,2017,Wimbledon,4,Andreas Haider-Maurer,Roberto Bautista Agut,2-6 1-6 3-6,Roberto Bautista Agut,4,24,3,Andreas Haider-Maurer,2
90777,2017,Wimbledon,4,Andrew Whittington,Thiago Moura Monteiro,6-7 6-7 3-6 6-4,Thiago Moura Monteiro,4,32,3,Andrew Whittington,2
90778,2017,Wimbledon,4,Andrey Kuznetsov,Karen Khachanov,2-6 6-1 3-6 6-2 6-7,Karen Khachanov,4,30,3,Andrey Kuznetsov,2
90779,2017,Wimbledon,4,Daniil Medvedev,Stan Wawrinka,6-4 3-6 6-4 6-1,Daniil Medvedev,4,29,2,Stan Wawrinka,2
90780,2017,Wimbledon,4,Denis Shapovalov,Jerzy Janowicz,6-7 3-6 6-3 4-6,Jerzy Janowicz,4,28,3,Denis Shapovalov,2
90781,2017,Wimbledon,4,Fabio Fognini,Dmitry Tursunov,6-1 6-3 6-3,Fabio Fognini,4,25,2,Dmitry Tursunov,2
90782,2017,Wimbledon,4,Fernando Verdasco,Kevin Anderson,3-6 6-7 6-7 6-2,Kevin Anderson,4,34,3,Fernando Verdasco,2
90783,2017,Wimbledon,4,Henri Laaksonen,Lukas Rosol,4-6 3-6 5-7 6-4,Lukas Rosol,4,31,3,Henri Laaksonen,2
90784,2017,Wimbledon,4,Illya Marchenko,Jiri Vesely,1-6 5-7 6-4 6-4 1-6,Jiri Vesely,4,27,3,Illya Marchenko,2
90785,2017,Wimbledon,4,Ivo Karlovic,Aljaz Bedene,6-8 6-7 7-6 6-7 7-6,Aljaz Bedene,4,39,3,Ivo Karlovic,2
90786,2017,Wimbledon,4,Jo-Wilfried Tsonga,Cameron Norrie,6-3 6-2 6-2,Jo-Wilfried Tsonga,4,25,2,Cameron Norrie,2
90787,2017,Wimbledon,4,Joao Sousa,Dustin Brown,4-6 4-6 6-7 6-3,Dustin Brown,4,32,3,Joao Sousa,2
90788,2017,Wimbledon,4,John Millman,Rafael Nadal,2-6 3-6 1-6,Rafael Nadal,4,24,3,John Millman,2
90789,2017,Wimbledon,4,Malek Jaziri,Lucas Pouille,6-7 4-6 4-6 7-6,Lucas Pouille,4,33,3,Malek Jaziri,2
90790,2017,Wimbledon,4,Marco Cecchinato,Kei Nishikori,0-6 2-6 2-6,Kei Nishikori,4,22,3,Marco Cecchinato,2
90791,2017,Wimbledon,4,Marin Cilic,Philipp Kohlschreiber,6-4 6-2 6-3,Marin Cilic,4,27,2,Philipp Kohlschreiber,2
90792,2017,Wimbledon,4,Marius Copil,Peter Gojowczyk,1-6 3-6 6-2 6-7,Peter Gojowczyk,4,30,3,Marius Copil,2
90793,2017,Wimbledon,4,Marton Fucsovics,Gilles Muller,2-6 4-6 5-7,Gilles Muller,4,30,3,Marton Fucsovics,2
90794,2017,Wimbledon,4,Nikoloz Basilashvili,Carlos Berlocq,6-4 7-6 6-1,Nikoloz Basilashvili,4,30,2,Carlos Berlocq,2
90795,2017,Wimbledon,4,Norbert Gombos,Andreas Seppi,1-6 2-6 6-3 2-6,Andreas Seppi,4,25,3,Norbert Gombos,2
90796,2017,Wimbledon,4,Renzo Olivo,Damir Dzumhur,1-6 0-6 2-6,Damir Dzumhur,4,21,3,Renzo Olivo,2
90797,2017,Wimbledon,4,Rogerio Dutra Da Silva,Benoit Paire,4-6 6-7 6-3 4-6,Benoit Paire,4,32,3,Rogerio Dutra Da Silva,2
90798,2017,Wimbledon,4,Ruben Bemelmans,Tommy Haas,6-2 3-6 6-3 7-5,Ruben Bemelmans,4,26,2,Tommy Haas,2
90799,2017,Wimbledon,4,Sergiy Stakhovsky,Julien Benneteau,6-3 7-6 2-6 6-2,Sergiy Stakhovsky,4,30,2,Julien Benneteau,2
90800,2017,Wimbledon,4,Simone Bolelli,Yen-Hsun Lu,6-3 1-6 6-3 6-4,Simone Bolelli,4,25,2,Yen-Hsun Lu,2
90801,2017,Wimbledon,4,Steve Johnson,Nicolas Kicker,6-4 7-5 6-3,Steve Johnson,4,31,2,Nicolas Kicker,2
90802,2017,Wimbledon,4,Thomas Fabbiano,Sam Querrey,2-6 5-7 6-7,Sam Querrey,4,33,3,Thomas Fabbiano,2
90981,2017,Wimbledon,4,Adam Pavlasek,Ernesto Escobedo,6-7 6-1 6-3 6-1,Adam Pavlasek,4,29,2,Ernesto Escobedo,2
90982,2017,Wimbledon,4,Albert Ramos-Vinolas,Jordan Thompson,6-4 6-4 7-6,Albert Ramos-Vinolas,4,33,2,Jordan Thompson,2
90983,2017,Wimbledon,4,Alexander Ward,Kyle Edmund,1-6 2-6 3-6 6-4,Kyle Edmund,4,27,3,Alexander Ward,2
90984,2017,Wimbledon,4,Andrey Rublev,Stefano Travaglia,6-7 6-3 7-5 1-6 7-5,Andrey Rublev,4,34,2,Stefano Travaglia,2
90985,2017,Wimbledon,4,Bernard Tomic,Mischa Zverev,4-6 3-6 4-6,Mischa Zverev,4,29,3,Bernard Tomic,2
90986,2017,Wimbledon,4,Borna Coric,Ryan Harrison,6-7 4-6 6-7,Ryan Harrison,4,36,3,Borna Coric,2
90987,2017,Wimbledon,4,Brydan Klein,Yuichi Sugita,0-6 3-6 6-7,Yuichi Sugita,4,28,3,Brydan Klein,2
90988,2017,Wimbledon,4,David Ferrer,Richard Gasquet,6-3 6-4 5-7 6-2,David Ferrer,4,31,2,Richard Gasquet,2
90989,2017,Wimbledon,4,Ernests Gulbis,Victor Estrella,6-1 6-1 6-2,Ernests Gulbis,4,22,2,Victor Estrella,2
90990,2017,Wimbledon,4,Evgeny Donskoy,Alexander Zverev,3-6 6-7 4-6,Alexander Zverev,4,32,3,Evgeny Donskoy,2
90991,2017,Wimbledon,4,Facundo Bagnis,Radu Albot,6-7 6-7 4-6 6-4,Radu Albot,4,33,3,Facundo Bagnis,2
90992,2017,Wimbledon,4,Frances Tiafoe,Robin Haase,6-3 3-6 7-6 7-5,Frances Tiafoe,4,31,2,Robin Haase,2
90993,2017,Wimbledon,4,Gael Monfils,Daniel Brands,6-3 7-5 6-4,Gael Monfils,4,31,2,Daniel Brands,2
90994,2017,Wimbledon,4,Grigor Dimitrov,Diego Sebastian Schwartzman,7-6 6-2 6-2,Grigor Dimitrov,4,29,2,Diego Sebastian Schwartzman,2
90995,2017,Wimbledon,4,Jack Sock,Christian Garin,6-3 4-6 7-6 6-3,Jack Sock,4,32,2,Christian Garin,2
90996,2017,Wimbledon,4,Jan-Lennard Struff,Milos Raonic,6-7 2-6 6-7,Milos Raonic,4,34,3,Jan-Lennard Struff,2
90997,2017,Wimbledon,4,Jeremy Chardy,Tomas Berdych,4-6 6-7 6-3 3-6,Tomas Berdych,4,31,3,Jeremy Chardy,2
90998,2017,Wimbledon,4,John Isner,Taylor Harry Fritz,6-4 7-6 6-3,John Isner,4,32,2,Taylor Harry Fritz,2
90999,2017,Wimbledon,4,Marcel Granollers,Dudi Sela,1-6 2-6 6-1 3-6 6-4,Dudi Sela,4,26,3,Marcel Granollers,2
91000,2017,Wimbledon,4,Marcos Baghdatis,James Ward,6-4 6-4 6-3,Marcos Baghdatis,4,29,2,James Ward,2
91001,2017,Wimbledon,4,Mikhail Kukushkin,Taro Daniel,4-6 6-4 7-6 6-2,Mikhail Kukushkin,4,33,2,Taro Daniel,2
91002,2017,Wimbledon,4,Nicolas Jarry,Gilles Simon,3-6 3-6 6-7,Gilles Simon,4,31,3,Nicolas Jarry,2
91003,2017,Wimbledon,4,Nicolas Mahut,Mikhail Youzhny,4-6 5-7 2-6,Mikhail Youzhny,4,30,3,Nicolas Mahut,2
91004,2017,Wimbledon,4,Stefanos Tsitsipas,Dusan Lajovic,4-6 4-6 4-6,Dusan Lajovic,4,30,3,Stefanos Tsitsipas,2
91005,2017,Wimbledon,4,Steve Darcis,Richard Berankis,4-6 6-3 2-6 6-4 6-3,Steve Darcis,4,27,2,Richard Berankis,2
91006,2017,Wimbledon,4,Thanasi Kokkinakis,Juan Martin Del Potro,4-6 6-7 6-3 3-6,Juan Martin Del Potro,4,31,3,Thanasi Kokkinakis,2
91007,2017,Wimbledon,4,Thomaz Bellucci,Sebastian Ofner,2-6 3-6 2-6,Sebastian Ofner,4,25,3,Thomaz Bellucci,2
91008,2017,Wimbledon,4,Vasek Pospisil,Dominic Thiem,3-6 4-6 4-6,Dominic Thiem,4,29,3,Vasek Pospisil,2
91160,2017,Wimbledon,5,Andreas Seppi,Kevin Anderson,3-6 6-7 3-6,Kevin Anderson,4,31,3,Andreas Seppi,2
91161,2017,Wimbledon,5,Damir Dzumhur,Aljaz Bedene,3-6 3-6 6-3 3-6,Aljaz Bedene,4,27,3,Damir Dzumhur,2
91162,2017,Wimbledon,5,Daniil Medvedev,Ruben Bemelmans,3-6 6-2 6-3 2-6 4-6,Ruben Bemelmans,4,27,3,Daniil Medvedev,2
91163,2017,Wimbledon,5,Donald Young,Rafael Nadal,5-7 2-6 4-6,Rafael Nadal,4,30,3,Donald Young,2
91164,2017,Wimbledon,5,Dustin Brown,Andy Murray,2-6 2-6 3-6,Andy Murray,4,25,3,Dustin Brown,2
91165,2017,Wimbledon,5,Gilles Muller,Lukas Rosol,7-5 6-7 4-6 6-3 9-7,Gilles Muller,4,35,2,Lukas Rosol,2
91166,2017,Wimbledon,4,Horacio Zeballos,Paolo Lorenzi,5-7 6-7 6-4 6-7,Paolo Lorenzi,4,36,3,Horacio Zeballos,2
91167,2017,Wimbledon,5,Jiri Vesely,Fabio Fognini,2-6 4-6 6-7,Fabio Fognini,4,31,3,Jiri Vesely,2
91168,2017,Wimbledon,5,Jo-Wilfried Tsonga,Simone Bolelli,6-1 7-5 6-2,Jo-Wilfried Tsonga,4,27,2,Simone Bolelli,2
91169,2017,Wimbledon,5,Lucas Pouille,Jerzy Janowicz,1-6 6-3 6-7 6-7,Jerzy Janowicz,4,35,3,Lucas Pouille,2
91170,2017,Wimbledon,5,Marin Cilic,Florian Mayer,7-6 6-4 7-5,Marin Cilic,4,35,2,Florian Mayer,2
91171,2017,Wimbledon,5,Nikoloz Basilashvili,Sam Querrey,3-6 3-6 6-4 4-6,Sam Querrey,4,29,3,Nikoloz Basilashvili,2
91172,2017,Wimbledon,5,Peter Gojowczyk,Roberto Bautista Agut,3-6 6-3 1-6 2-6,Roberto Bautista Agut,4,24,3,Peter Gojowczyk,2
91173,2017,Wimbledon,5,Pierre-Hugues Herbert,Benoit Paire,4-6 1-6 6-7,Benoit Paire,4,30,3,Pierre-Hugues Herbert,2
91174,2017,Wimbledon,5,Sergiy Stakhovsky,Kei Nishikori,6-7 1-6 7-6 4-6,Kei Nishikori,4,30,3,Sergiy Stakhovsky,2
91175,2017,Wimbledon,5,Steve Johnson,Radu Albot,6-3 6-3 4-6 6-3,Steve Johnson,4,28,2,Radu Albot,2
91176,2017,Wimbledon,5,Thiago Moura Monteiro,Karen Khachanov,5-7 6-7 6-7 6-3,Karen Khachanov,4,35,3,Thiago Moura Monteiro,2
91270,2017,Wimbledon,5,Andrey Rublev,Albert Ramos-Vinolas,4-6 3-6 6-4 7-6 5-7,Albert Ramos-Vinolas,4,35,3,Andrey Rublev,2
91271,2017,Wimbledon,5,Dominic Thiem,Gilles Simon,5-7 6-4 6-2 6-4,Dominic Thiem,4,30,2,Gilles Simon,2
91272,2017,Wimbledon,5,Dusan Lajovic,Roger Federer,2-6 3-6 6-7,Roger Federer,4,30,3,Dusan Lajovic,2
91273,2017,Wimbledon,5,Frances Tiafoe,Alexander Zverev,3-6 4-6 3-6,Alexander Zverev,4,28,3,Frances Tiafoe,2
91274,2017,Wimbledon,5,Gael Monfils,Kyle Edmund,7-6 6-4 6-4,Gael Monfils,4,33,2,Kyle Edmund,2
91275,2017,Wimbledon,5,Jack Sock,Sebastian Ofner,2-6 6-2 6-3 4-6 3-6,Sebastian Ofner,4,28,3,Jack Sock,2
91276,2017,Wimbledon,5,Jared Donaldson,Paolo Lorenzi,6-4 7-6 6-7 6-2,Jared Donaldson,4,36,2,Paolo Lorenzi,2
91277,2017,Wimbledon,5,John Isner,Dudi Sela,3-6 6-7 7-5 6-7 7-6,Dudi Sela,4,38,3,John Isner,2
