,Year,Tournament,Round,Player_1,Player_2,Result,Winner,Ranking,Total_games,Total_sets,Looser,Grand_Slams
115780,2017,RolandGarros,5,Pablo Carreno-Busta,Taro Daniel,7-5 6-4 4-6 6-0,Pablo Carreno-Busta,4,32,2,Taro Daniel,2
115781,2017,RolandGarros,5,Rafael Nadal,Robin Haase,6-1 6-4 6-3,Rafael Nadal,4,26,2,Robin Haase,2
115782,2017,RolandGarros,4,Renzo Olivo,Jo-Wilfried Tsonga,7-5 6-4 6-7 6-4,Renzo Olivo,4,35,2,Jo-Wilfried Tsonga,2
115783,2017,RolandGarros,5,Steve Johnson,Borna Coric,6-2 7-6 3-6 7-6,Steve Johnson,4,30,2,Borna Coric,2
115784,2017,RolandGarros,5,Thomaz Bellucci,Lucas Pouille,2-6 1-6 6-7,Lucas Pouille,4,28,3,Thomaz Bellucci,2
115860,2017,RolandGarros,5,Alexandr Dolgopolov,Stan Wawrinka,5-7 6-7 4-6,Stan Wawrinka,4,35,3,Alexandr Dolgopolov,2
115861,2017,RolandGarros,5,Andreas Seppi,Fabio Fognini,3-6 5-7 4-6,Fabio Fognini,4,31,3,Andreas Seppi,2
115862,2017,RolandGarros,5,Andy Murray,Martin Klizan,6-7 6-2 6-2 7-6,Andy Murray,4,29,2,Martin Klizan,2
115863,2017,RolandGarros,5,Feliciano Lopez,David Ferrer,7-5 3-6 7-5 4-6 6-4,Feliciano Lopez,4,33,2,David Ferrer,2
115864,2017,RolandGarros,5,Hyeon Chung,Denis Istomin,6-1 7-5 6-1,Hyeon Chung,4,26,2,Denis Istomin,2
115865,2017,RolandGarros,5,Jeremy Chardy,Kei Nishikori,6-7 0-6 3-6,Kei Nishikori,4,28,3,Jeremy Chardy,2
115866,2017,RolandGarros,5,Karen Khachanov,Tomas Berdych,7-5 6-4 6-4,Karen Khachanov,4,32,2,Tomas Berdych,2
115867,2017,RolandGarros,5,Konstantin Kravchuk,Marin Cilic,2-6 2-6 3-6,Marin Cilic,4,25,3,Konstantin Kravchuk,2
115868,2017,RolandGarros,5,Nick Kyrgios,Kevin Anderson,2-6 1-6 4-6 7-5,Kevin Anderson,4,29,3,Nick Kyrgios,2
115869,2017,RolandGarros,5,Pablo Cuevas,Nicolas Kicker,6-4 6-4 6-4,Pablo Cuevas,4,30,2,Nicolas Kicker,2
115870,2017,RolandGarros,5,Paolo Lorenzi,John Isner,6-7 6-7 3-6,John Isner,4,35,3,Paolo Lorenzi,2
115871,2017,RolandGarros,5,Pierre-Hugues Herbert,Fernando Verdasco,3-6 3-6 6-4 6-3 3-6,Fernando Verdasco,4,28,3,Pierre-Hugues Herbert,2
115872,2017,RolandGarros,5,Renzo Olivo,Kyle Edmund,1-6 3-6 5-7,Kyle Edmund,4,28,3,Renzo Olivo,2
115873,2017,RolandGarros,5,Thiago Moura Monteiro,Gael Monfils,1-6 4-6 1-6,Gael Monfils,4,24,3,Thiago Moura Monteiro,2
115874,2017,RolandGarros,5,Victor Estrella,Richard Gasquet,4-6 0-6 1-6,Richard Gasquet,4,23,3,Victor Estrella,2
115937,2017,RolandGarros,6,Albert Ramos-Vinolas,Lucas Pouille,6-2 3-6 5-7 6-2 6-1,Albert Ramos-Vinolas,4,29,2,Lucas Pouille,2
115938,2017,RolandGarros,6,Novak Djokovic,Diego Sebastian Schwartzman,5-7 6-3 3-6 6-1 6-1,Novak Djokovic,4,30,2,Diego Sebastian Schwartzman,2
115939,2017,RolandGarros,6,Pablo Carreno-Busta,Grigor Dimitrov,7-5 6-3 6-4,Pablo Carreno-Busta,4,31,2,Grigor Dimitrov,2
115940,2017,RolandGarros,6,Rafael Nadal,Nikoloz Basilashvili,6-0 6-1 6-0,Rafael Nadal,4,19,2,Nikoloz Basilashvili,2
115941,2017,RolandGarros,6,Roberto Bautista Agut,Jiri Vesely,6-3 6-4 6-3,Roberto Bautista Agut,4,28,2,Jiri Vesely,2
115942,2017,RolandGarros,6,Steve Johnson,Dominic Thiem,3-6 6-7 1-6,Dominic Thiem,4,29,3,Steve Johnson,2
115971,2017,RolandGarros,6,Andy Murray,Juan Martin Del Potro,7-6 7-5 6-0,Andy Murray,4,31,2,Juan Martin Del Potro,2
115972,2017,RolandGarros,6,Fabio Fognini,Stan Wawrinka,2-6 0-6 6-7,Stan Wawrinka,4,27,3,Fabio Fognini,2
115973,2017,RolandGarros,6,Fernando Verdasco,Pablo Cuevas,6-2 6-1 6-3,Fernando Verdasco,4,24,2,Pablo Cuevas,2
115974,2017,RolandGarros,6,Kevin Anderson,Kyle Edmund,6-7 7-6 5-7 6-1 6-4,Kevin Anderson,4,38,2,Kyle Edmund,2
115975,2017,RolandGarros,6,Marin Cilic,Feliciano Lopez,6-1 6-3 6-3,Marin Cilic,4,25,2,Feliciano Lopez,2
